id,property_type,address,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming pool,garden,air_conditioning ,heating,log_price,city-neighborhood
101936656,Flat / apartment,La Florida,La Florida - Les Planes,Hospitalet de Llobregat,101200.0,55,3,1,1,1966.0,False,False,False,False,True,False,False,False,False,False,True,11.524863917209606,Hospitalet de Llobregat - La Florida - Les Planes
103526281,Flat / apartment,paseo de Sant Joan,El Camp d'En Grassot i Gràcia Nova,Barcelona,515000.0,81,3,1,4,1920.0,True,True,False,True,True,False,False,False,False,False,True,13.15192412139156,Barcelona - El Camp d'En Grassot i Gràcia Nova
101263848,Penthouse,Gran Via de les Corts Catalanes,El Fort Pienc,Barcelona,1150000.0,171,4,2,10,1970.0,True,True,True,True,True,False,False,False,False,True,True,13.955273369904273,Barcelona - El Fort Pienc
102712458,Flat / apartment,"calle Fernando Pessoa, 20",Sant Andreu,Barcelona,474000.0,111,3,2,1,1969.0,True,True,True,False,False,False,True,False,False,False,True,13.06896471037963,Barcelona - Sant Andreu
103430100,Flat / apartment,calle d'Albert Llanas,Can Baró,Barcelona,333000.0,106,4,2,5,1973.0,False,True,True,True,True,False,False,False,False,False,True,12.715900771961074,Barcelona - Can Baró
104262079,Flat / apartment,calle de Bailèn,La Dreta de l'Eixample,Barcelona,589000.0,100,2,2,1,1900.0,False,True,False,False,True,False,False,False,False,False,True,13.286183160425152,Barcelona - La Dreta de l'Eixample
102995144,Flat / apartment,calle de Santa Coloma,Sant Andreu,Barcelona,369320.0,93,3,1,4,1969.0,True,True,False,False,True,False,False,False,False,False,True,12.819421463561875,Barcelona - Sant Andreu
103173000,Flat / apartment,"calle del Doctor Giné i Partagàs, 14",La Barceloneta,Barcelona,215000.0,36,2,1,3,2007.0,True,False,False,True,True,False,False,False,False,True,True,12.278397958261774,Barcelona - La Barceloneta
104278270,Flat / apartment,calle de Muntaner,Sant Gervasi - La Bonanova,Barcelona,595000.0,100,3,2,1,1965.0,True,True,False,False,True,False,False,False,False,False,True,13.296318365198625,Barcelona - Sant Gervasi - La Bonanova
104321008,Studio flat,"plaza del Regomir, 5",El Gòtic,Barcelona,119000.0,55,0,2,0,1890.0,False,False,False,False,True,True,False,False,False,False,True,11.686887175419702,Barcelona - El Gòtic
102734650,Flat / apartment,calle de Valldonzella,El Raval,Barcelona,485000.0,84,2,1,1,2020.0,True,True,True,False,True,False,False,False,False,True,True,13.091906231773164,Barcelona - El Raval
102674930,Penthouse,Pedraforca,La Florida,Hospitalet de Llobregat,112500.0,53,1,1,3,1971.0,True,False,False,False,True,False,False,False,False,False,True,11.630717389475995,Hospitalet de Llobregat - La Florida
101937345,Flat / apartment,Santa Rosa - Can Mariner,Santa Coloma de Gramenet,Santa Coloma de Gramenet,132000.0,77,3,1,2,1970.0,False,False,True,False,True,False,False,False,False,False,True,11.790564777297387,Santa Coloma de Gramenet - Santa Coloma de Gramenet
102995547,Penthouse,calle de Nicaragua,Les Corts,Barcelona,595000.0,146,4,2,6,1989.0,True,True,True,True,True,True,False,False,False,True,True,13.296318365198625,Barcelona - Les Corts
91684786,Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Ciutat Vella,Barcelona,346000.0,124,3,1,1,1900.0,False,True,False,False,True,False,False,False,False,False,True,12.754196944209095,Barcelona - Ciutat Vella
104324966,Flat / apartment,calle de Camil Fabra,Sant Andreu,Barcelona,399900.0,107,4,2,4,1974.0,True,True,False,True,True,False,False,False,False,False,False,12.89897229545694,Barcelona - Sant Andreu
104321025,Detached house,calle dels Bohemis,Vallvidrera - El Tibidabo i les Planes,Barcelona,425000.0,130,2,2,2,1970.0,False,False,True,False,True,True,True,True,True,False,True,12.959846800844964,Barcelona - Vallvidrera - El Tibidabo i les Planes
101664167,Flat / apartment,Riera Alta - Llatí,Santa Coloma de Gramenet,Santa Coloma de Gramenet,127500.0,51,2,1,0,1971.0,True,True,False,False,True,False,False,False,False,False,False,11.755879486687116,Santa Coloma de Gramenet - Santa Coloma de Gramenet
